"","カいカ","カカ","カ蔼动カ","2011","2012","2013","2014","2015","2016","2017","2018","2019","る1","る10","る11","る12","る2","る3","る4","る5","る6","る7","る8","る9","キА放","程蔼放","程放","獴ら计","程10だ牧硉","程10だ牧..","程俐丁硉","程俐丁..","キА癸楞","程癸楞","キА代溃","羆ら酚计","獴秖"
"315",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.1,31.5,17.4,7,7.7,350,13.2,160,73,43,1014.7,206.1,0
"316",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26.9,33.3,21,4,7.6,320,15,290,74,47,1012,237.5,100
"317",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27.5,33,22.2,14,6.7,160,11.4,360,79,56,1009.3,143.4,200
"318",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29.5,34.3,24.4,17,9.2,350,14.7,150,79,58,1006.8,201.1,400
"319",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29.3,35.2,23.7,18,7.5,180,14.8,190,81,55,1006,170.2,500
"320",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28.8,33.2,25,21,12,160,22.3,160,84,63,1003.2,129.6,700
"321",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28.7,32.8,24.5,8,10,360,18.5,340,76,50,1007.8,198.9,200
"322",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27.7,31.9,23.3,3,10.5,350,19.1,330,72,55,1013.3,232.7,100
"323",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.1,31.8,19.4,1,5.8,310,8.7,320,70,45,1014.5,215.2,0
"324",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21.8,29.6,14.6,4,6.9,350,10.4,10,71,36,1017.8,171,0
